Film,Date,Year,Weekend,Gross
X2,5/4/2003,2003,18,85558731
X2,5/11/2003,2003,19,40032160
The Matrix Reloaded,5/18/2003,2003,20,91774413
Bruce Almighty,5/25/2003,2003,21,67953330
Finding Nemo,6/1/2003,2003,22,70251710
2 Fast 2 Furious,6/8/2003,2003,23,50472480
Finding Nemo,6/15/2003,2003,24,28384483
Hulk,6/22/2003,2003,25,62128420
Charlie's Angels: Full Throttle,6/29/2003,2003,26,37634221
Terminator 3: Rise of the Machines,7/6/2003,2003,27,44041440
Pirates of the Caribbean: The Curse of the Black Pearl,7/13/2003,2003,28,46630690
Bad Boys II,7/20/2003,2003,29,46522560
Spy Kids 3-D: Game Over,7/27/2003,2003,30,33417739
American Wedding,8/3/2003,2003,31,33369440
S.W.A.T.,8/10/2003,2003,32,37062535
Freddy vs. Jason,8/17/2003,2003,33,36428066
Freddy vs. Jason,8/24/2003,2003,34,13152967
Jeepers Creepers 2,8/31/2003,2003,35,15269324
Dickie Roberts: Former Child Star,9/7/2003,2003,36,6660540
Once Upon a Time in Mexico,9/14/2003,2003,37,23424118
Underworld,9/21/2003,2003,38,21753759
The Rundown,9/28/2003,2003,39,18553765
School of Rock,10/5/2003,2003,40,19622714
Kill Bill Volume 1,10/12/2003,2003,41,22089322
The Texas Chainsaw Massacre,10/19/2003,2003,42,28094014
Scary Movie 3,10/26/2003,2003,43,48113770
Scary Movie 3,11/2/2003,2003,44,20017468
The Matrix Revolutions,11/9/2003,2003,45,48475154
Elf,11/16/2003,2003,46,26325613
The Cat in the Hat,11/23/2003,2003,47,38329160
The Cat in the Hat,11/30/2003,2003,48,24459685
The Last Samurai,12/7/2003,2003,49,24271354
Something's Gotta Give,12/14/2003,2003,50,16064723
The Lord of the Rings: The Return of the King,12/21/2003,2003,51,72629713
The Lord of the Rings: The Return of the King,12/28/2003,2003,52,50598104
The Lord of the Rings: The Return of the King,1/4/2004,2004,1,28180378
The Lord of the Rings: The Return of the King,1/11/2004,2004,2,14209098
Along Came Polly,1/18/2004,2004,3,27721185
The Butterfly Effect,1/25/2004,2004,4,17065227
You Got Served,2/1/2004,2004,5,16123105
Barbershop 2: Back in Business,2/8/2004,2004,6,24241612
50 First Dates,2/15/2004,2004,7,39852237
50 First Dates,2/22/2004,2004,8,20427325
The Passion of the Christ,2/29/2004,2004,9,83848082
The Passion of the Christ,3/7/2004,2004,10,53246801
The Passion of the Christ,3/14/2004,2004,11,32130978
Dawn of the Dead,3/21/2004,2004,12,26722575
Scooby-Doo 2: Monsters Unleashed,3/28/2004,2004,13,29438331
Hellboy,4/4/2004,2004,14,23172440
The Passion of the Christ,4/11/2004,2004,15,15216723
Kill Bill Volume 2,4/18/2004,2004,16,25104949
Man on Fire,4/25/2004,2004,17,22751490
Mean Girls,5/2/2004,2004,18,24432195
Van Helsing,5/9/2004,2004,19,51748040
Troy,5/16/2004,2004,20,46865412
Shrek 2,5/23/2004,2004,21,108038878
Shrek 2,5/30/2004,2004,22,72170363
Harry Potter and the Prisoner of Azkaban,6/6/2004,2004,23,93687367
Harry Potter and the Prisoner of Azkaban,6/13/2004,2004,24,34910393
Dodgeball: A True Underdog Story,6/20/2004,2004,25,30070196
Fahrenheit 9/11,6/27/2004,2004,26,23920637
Spider-Man 2,7/4/2004,2004,27,88156227
Spider-Man 2,7/11/2004,2004,28,45180743
"I, Robot",7/18/2004,2004,29,52179887
The Bourne Supremacy,7/25/2004,2004,30,52521865
The Village,8/1/2004,2004,31,50746142
Collateral,8/8/2004,2004,32,24701458
Alien vs. Predator,8/15/2004,2004,33,38291056
Exorcist: The Beginning,8/22/2004,2004,34,18054001
Hero,8/29/2004,2004,35,18004319
Hero,9/5/2004,2004,36,8807757
Resident Evil: Apocalypse,9/12/2004,2004,37,23036273
Sky Captain and the World of Tomorrow,9/19/2004,2004,38,15580278
The Forgotten,9/26/2004,2004,39,21022111
Shark Tale,10/3/2004,2004,40,47604606
Shark Tale,10/10/2004,2004,41,31330299
Shark Tale,10/17/2004,2004,42,22005952
The Grudge,10/24/2004,2004,43,39128715
The Grudge,10/31/2004,2004,44,21817598
The Incredibles,11/7/2004,2004,45,70467423
The Incredibles,11/14/2004,2004,46,50251359
National Treasure,11/21/2004,2004,47,35142554
National Treasure,11/28/2004,2004,48,32156917
National Treasure,12/5/2004,2004,49,17004967
Ocean's Twelve,12/12/2004,2004,50,39153380
Lemony Snicket's A Series of Unfortunate Events,12/19/2004,2004,51,30061756
Meet the Fockers,12/26/2004,2004,52,46120980
Meet the Fockers,1/2/2005,2004,53,41741785
Meet the Fockers,1/9/2005,2005,1,28498160
Coach Carter,1/16/2005,2005,2,24182961
Are We There Yet?,1/23/2005,2005,3,18575214
Hide and Seek,1/30/2005,2005,4,21959233
Boogeyman,2/6/2005,2005,5,19026655
Hitch,2/13/2005,2005,6,43142214
Hitch,2/20/2005,2005,7,31355930
Diary of a Mad Black Woman,2/27/2005,2005,8,21905089
The Pacifier,3/6/2005,2005,9,30522694
Robots,3/13/2005,2005,10,36045301
The Ring Two,3/20/2005,2005,11,35065237
Guess Who,3/27/2005,2005,12,20671446
Sin City,4/3/2005,2005,13,29102733
Sahara,4/10/2005,2005,14,18068372
The Amityville Horror,4/17/2005,2005,15,23507007
The Interpreter,4/24/2005,2005,16,22822455
The Hitchhiker's Guide to the Galaxy,5/1/2005,2005,17,21103203
Kingdom of Heaven,5/8/2005,2005,18,19635996
Monster-in-Law,5/15/2005,2005,19,23105133
Star Wars Episode III: Revenge of the Sith,5/22/2005,2005,20,108435841
Star Wars Episode III: Revenge of the Sith,5/29/2005,2005,21,55205972
Madagascar,6/5/2005,2005,22,28110235
Mr. & Mrs. Smith,6/12/2005,2005,23,50342878
Batman Begins,6/19/2005,2005,24,48745440
Batman Begins,6/26/2005,2005,25,27589389
War of the Worlds,7/3/2005,2005,26,64878725
Fantastic Four,7/10/2005,2005,27,56061504
Charlie and the Chocolate Factory,7/17/2005,2005,28,56178450
Charlie and the Chocolate Factory,7/24/2005,2005,29,28253338
Wedding Crashers,7/31/2005,2005,30,20023159
The Dukes of Hazzard,8/7/2005,2005,31,30675314
Four Brothers,8/14/2005,2005,32,21176925
The 40 Year Old Virgin,8/21/2005,2005,33,21422815
The 40 Year Old Virgin,8/28/2005,2005,34,16275895
Transporter 2,9/4/2005,2005,35,16540720
The Exorcism of Emily Rose,9/11/2005,2005,36,30054300
Just Like Heaven,9/18/2005,2005,37,16408718
Flightplan,9/25/2005,2005,38,24629938
Flightplan,10/2/2005,2005,39,14805739
Wallace & Gromit: The Curse of the Were-Rabbit,10/9/2005,2005,40,16025987
The Fog,10/16/2005,2005,41,11752917
Doom,10/23/2005,2005,42,15488870
Saw II,10/30/2005,2005,43,31752652
Chicken Little,11/6/2005,2005,44,40049778
Chicken Little,11/13/2005,2005,45,31653590
Harry Potter and the Goblet of Fire,11/20/2005,2005,46,102685961
Harry Potter and the Goblet of Fire,11/27/2005,2005,47,54727138
Harry Potter and the Goblet of Fire,12/4/2005,2005,48,19878136
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",12/11/2005,2005,49,65556312
King Kong,12/18/2005,2005,50,50130145
King Kong,12/25/2005,2005,51,21259320
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",1/1/2006,2005,52,25686555
Hostel,1/8/2006,2006,1,19556099
Glory Road,1/15/2006,2006,2,13594734
Underworld: Evolution,1/22/2006,2006,3,26857181
Big Momma's House 2,1/29/2006,2006,4,27736056
When a Stranger Calls,2/5/2006,2006,5,21607203
The Pink Panther,2/12/2006,2006,6,20220412
Eight Below,2/19/2006,2006,7,20188176
Madea's Family Reunion,2/26/2006,2006,8,30030661
Madea's Family Reunion,3/5/2006,2006,9,12648954
Failure to Launch,3/12/2006,2006,10,24411322
V for Vendetta,3/19/2006,2006,11,25642340
Inside Man,3/26/2006,2006,12,28954945
Ice Age: The Meltdown,4/2/2006,2006,13,68033544
Ice Age: The Meltdown,4/9/2006,2006,14,33823894
Scary Movie 4,4/16/2006,2006,15,40222875
Silent Hill,4/23/2006,2006,16,20152598
RV,4/30/2006,2006,17,16414767
Mission: Impossible III,5/7/2006,2006,18,47743273
Mission: Impossible III,5/14/2006,2006,19,25008971
The Da Vinci Code,5/21/2006,2006,20,77073388
X-Men: The Last Stand,5/28/2006,2006,21,102750665
The Break-Up,6/4/2006,2006,22,39172785
Cars,6/11/2006,2006,23,60119509
Cars,6/18/2006,2006,24,33731634
Click,6/25/2006,2006,25,40011365
Superman Returns,7/2/2006,2006,26,52535096
Pirates of the Caribbean: Dead Man's Chest,7/9/2006,2006,27,135634554
Pirates of the Caribbean: Dead Man's Chest,7/16/2006,2006,28,62345264
Pirates of the Caribbean: Dead Man's Chest,7/23/2006,2006,29,35215201
Miami Vice,7/30/2006,2006,30,25723815
Talladega Nights: The Ballad of Ricky Bobby,8/6/2006,2006,31,47042215
Talladega Nights: The Ballad of Ricky Bobby,8/13/2006,2006,32,22126226
Snakes on a Plane,8/20/2006,2006,33,13806311
Invincible,8/27/2006,2006,34,17031122
Invincible,9/3/2006,2006,35,12151426
The Covenant,9/10/2006,2006,36,8852485
Gridiron Gang,9/17/2006,2006,37,14414630
Jackass Number Two,9/24/2006,2006,38,29002002
Open Season,10/1/2006,2006,39,23624548
The Departed,10/8/2006,2006,40,26887467
The Grudge 2,10/15/2006,2006,41,20825300
The Prestige,10/22/2006,2006,42,14801808
Saw III,10/29/2006,2006,43,33610391
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,11/5/2006,2006,44,26455463
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,11/12/2006,2006,45,28269900
Happy Feet,11/19/2006,2006,46,41533432
Happy Feet,11/26/2006,2006,47,37038046
Happy Feet,12/3/2006,2006,48,17545418
Apocalypto,12/10/2006,2006,49,15005604
The Pursuit of Happyness,12/17/2006,2006,50,26541709
Night at the Museum,12/24/2006,2006,51,30433781
Night at the Museum,12/31/2006,2006,52,36766905
Night at the Museum,1/7/2007,2007,1,23743960
Stomp the Yard,1/14/2007,2007,2,21833312
Stomp the Yard,1/21/2007,2007,3,12287352
Epic Movie,1/28/2007,2007,4,18612544
The Messengers,2/4/2007,2007,5,14713321
Norbit,2/11/2007,2007,6,34195434
Ghost Rider,2/18/2007,2007,7,45388836
Ghost Rider,2/25/2007,2007,8,20067443
Wild Hogs,3/4/2007,2007,9,39699023
300,3/11/2007,2007,10,70885301
300,3/18/2007,2007,11,32877328
TMNT,3/25/2007,2007,12,24255205
Blades of Glory,4/1/2007,2007,13,33014202
Blades of Glory,4/8/2007,2007,14,22522330
Disturbia,4/15/2007,2007,15,22224982
Disturbia,4/22/2007,2007,16,13010778
Disturbia,4/29/2007,2007,17,9023835
Spider-Man 3,5/6/2007,2007,18,151116516
Spider-Man 3,5/13/2007,2007,19,58166256
Shrek the Third,5/20/2007,2007,20,121629270
Pirates of the Caribbean: At World's End,5/27/2007,2007,21,114732820
Pirates of the Caribbean: At World's End,6/3/2007,2007,22,44206660
Ocean's Thirteen,6/10/2007,2007,23,36133403
Fantastic Four: Rise of the Silver Surfer,6/17/2007,2007,24,58051684
Evan Almighty,6/24/2007,2007,25,31192615
Ratatouille,7/1/2007,2007,26,47027395
Transformers,7/8/2007,2007,27,70502384
Harry Potter and the Order of the Phoenix,7/15/2007,2007,28,77108414
I Now Pronounce You Chuck and Larry,7/22/2007,2007,29,34233750
The Simpsons Movie,7/29/2007,2007,30,74036787
The Bourne Ultimatum,8/5/2007,2007,31,69283690
Rush Hour 3,8/12/2007,2007,32,49100158
Superbad,8/19/2007,2007,33,33052411
Superbad,8/26/2007,2007,34,18044369
Halloween,9/2/2007,2007,35,26362367
3:10 to Yuma,9/9/2007,2007,36,14035033
The Brave One,9/16/2007,2007,37,13471488
Resident Evil: Extinction,9/23/2007,2007,38,23678580
The Game Plan,9/30/2007,2007,39,22950971
The Game Plan,10/7/2007,2007,40,16609377
Why Did I Get Married?,10/14/2007,2007,41,21353789
30 Days of Night,10/21/2007,2007,42,15951902
Saw IV,10/28/2007,2007,43,31756764
American Gangster,11/4/2007,2007,44,43565115
Bee Movie,11/11/2007,2007,45,25565462
Beowulf,11/18/2007,2007,46,27515871
Enchanted,11/25/2007,2007,47,34440317
Enchanted,12/2/2007,2007,48,16403316
The Golden Compass,12/9/2007,2007,49,25783232
I Am Legend,12/16/2007,2007,50,77211321
National Treasure: Book of Secrets,12/23/2007,2007,51,44783772
National Treasure: Book of Secrets,12/30/2007,2007,52,35672708
National Treasure: Book of Secrets,1/6/2008,2008,1,20062684
The Bucket List,1/13/2008,2008,2,19392416
Cloverfield,1/20/2008,2008,3,40058229
Meet the Spartans,1/27/2008,2008,4,18505530
Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,2/3/2008,2008,5,31117834
Fool's Gold,2/10/2008,2008,6,21589295
Jumper,2/17/2008,2008,7,27354808
Vantage Point,2/24/2008,2008,8,22874936
Semi-Pro,3/2/2008,2008,9,15075114
"10,000 BC",3/9/2008,2008,10,35867488
Horton Hears a Who!,3/16/2008,2008,11,45012998
Horton Hears a Who!,3/23/2008,2008,12,24590596
21,3/30/2008,2008,13,24105943
21,4/6/2008,2008,14,15337418
Prom Night,4/13/2008,2008,15,20804941
The Forbidden Kingdom,4/20/2008,2008,16,21401121
Baby Mama,4/27/2008,2008,17,17407110
Iron Man,5/4/2008,2008,18,98118668
Iron Man,5/11/2008,2008,19,51190629
The Chronicles of Narnia: Prince Caspian,5/18/2008,2008,20,55034805
Indiana Jones and the Kingdom of the Crystal Skull,5/26/2008,2008,21,100137835
Sex and the City,6/1/2008,2008,22,57038404
Kung Fu Panda,6/8/2008,2008,23,60239130
The Incredible Hulk,6/15/2008,2008,24,55414050
Get Smart,6/22/2008,2008,25,38683480
WALL-E,6/29/2008,2008,26,63087526
Hancock,7/6/2008,2008,27,62603879
Hellboy II: The Golden Army,7/13/2008,2008,28,32080560
The Dark Knight,7/20/2008,2008,29,158411483
The Dark Knight,7/27/2008,2008,30,75166466
The Dark Knight,8/3/2008,2008,31,42664219
The Dark Knight,8/10/2008,2008,32,26117030
Tropic Thunder,8/17/2008,2008,33,25812796
Tropic Thunder,8/24/2008,2008,34,16272195
Tropic Thunder,8/31/2008,2008,35,11518611
Bangkok Dangerous,9/7/2008,2008,36,7783266
Burn After Reading,9/14/2008,2008,37,19128001
Lakeview Terrace,9/21/2008,2008,38,15004672
Eagle Eye,9/28/2008,2008,39,29150721
Beverly Hills Chihuahua,10/5/2008,2008,40,29300465
Beverly Hills Chihuahua,10/12/2008,2008,41,17502077
Max Payne,10/19/2008,2008,42,17639849
High School Musical 3: Senior Year,10/26/2008,2008,43,42030184
High School Musical 3: Senior Year,11/2/2008,2008,44,15316072
Madagascar: Escape 2 Africa,11/9/2008,2008,45,63106589
Quantum of Solace,11/16/2008,2008,46,67528882
Twilight,11/23/2008,2008,47,69637740
Four Christmases,11/30/2008,2008,48,31069826
Four Christmases,12/7/2008,2008,49,16755478
The Day the Earth Stood Still,12/14/2008,2008,50,30480153
Yes Man,12/21/2008,2008,51,18262471
Marley & Me,12/28/2008,2008,52,36357586
Marley & Me,1/4/2009,2009,1,24263763
Gran Torino,1/11/2009,2009,2,29484388
Paul Blart: Mall Cop,1/18/2009,2009,3,31832636
Paul Blart: Mall Cop,1/25/2009,2009,4,21623182
Taken,2/1/2009,2009,5,24717037
He's Just Not That into You,2/8/2009,2009,6,27785487
Friday the 13th,2/15/2009,2009,7,40570365
Madea Goes to Jail,2/22/2009,2009,8,41030947
Madea Goes to Jail,3/1/2009,2009,9,16175926
Watchmen,3/8/2009,2009,10,55214334
Race to Witch Mountain,3/15/2009,2009,11,24402214
Knowing,3/22/2009,2009,12,24813404
Monsters vs. Aliens,3/29/2009,2009,13,59321095
Fast & Furious,4/5/2009,2009,14,70950500
Hannah Montana: The Movie,4/12/2009,2009,15,32324487
17 Again,4/19/2009,2009,16,23722310
Obsessed,4/26/2009,2009,17,28612730
X-Men Origins: Wolverine,5/3/2009,2009,18,85058003
Star Trek,5/10/2009,2009,19,75204289
Angels & Demons,5/17/2009,2009,20,46204168
Night at the Museum: Battle of the Smithsonian,5/24/2009,2009,21,54173286
Up,5/31/2009,2009,22,68108790
The Hangover,6/7/2009,2009,23,44979319
The Hangover,6/14/2009,2009,24,33412445
The Proposal,6/21/2009,2009,25,33627598
Transformers: Revenge of the Fallen,6/28/2009,2009,26,108966307
Transformers: Revenge of the Fallen,7/5/2009,2009,27,42320877
Brüno,7/12/2009,2009,28,30619130
Harry Potter and the Half-Blood Prince,7/19/2009,2009,29,77835727
G-Force,7/26/2009,2009,30,31706934
Funny People,8/2/2009,2009,31,22657780
G.I. Joe: The Rise of Cobra,8/9/2009,2009,32,54713046
District 9,8/16/2009,2009,33,37354308
Inglourious Basterds,8/23/2009,2009,34,38054676
The Final Destination,8/30/2009,2009,35,27408309
The Final Destination,9/6/2009,2009,36,12368882
I Can Do Bad All By Myself,9/13/2009,2009,37,23446785
Cloudy with a Chance of Meatballs,9/20/2009,2009,38,30304648
Cloudy with a Chance of Meatballs,9/27/2009,2009,39,25038803
Zombieland,10/4/2009,2009,40,24733155
Couples Retreat,10/11/2009,2009,41,34286740
Where the Wild Things Are,10/18/2009,2009,42,32695407
Paranormal Activity,10/25/2009,2009,43,21104070
Michael Jackson's This Is It,11/1/2009,2009,44,23234394
A Christmas Carol,11/8/2009,2009,45,30051075
2012,11/15/2009,2009,46,65237614
The Twilight Saga: New Moon,11/22/2009,2009,47,142839137
The Twilight Saga: New Moon,11/29/2009,2009,48,42870031
The Blind Side,12/6/2009,2009,49,20043181
The Princess and the Frog,12/13/2009,2009,50,24208916
Avatar,12/20/2009,2009,51,77025481
Avatar,12/27/2009,2009,52,75617183
Avatar,1/3/2010,2010,1,68490688
Avatar,1/10/2010,2010,2,50306217
Avatar,1/17/2010,2010,3,42785612
Avatar,1/24/2010,2010,4,34944081
Avatar,1/31/2010,2010,5,31280029
Dear John,2/7/2010,2010,6,30468614
Valentine's Day,2/14/2010,2010,7,56260707
Shutter Island,2/21/2010,2010,8,41062440
Shutter Island,2/28/2010,2010,9,22665205
Alice in Wonderland,3/7/2010,2010,10,116101023
Alice in Wonderland,3/14/2010,2010,11,62714076
Alice in Wonderland,3/21/2010,2010,12,41062440
How to Train Your Dragon,3/28/2010,2010,13,43732319
Clash of the Titans,4/4/2010,2010,14,61235105
Clash of the Titans,4/11/2010,2010,15,26633209
Kick-Ass,4/18/2010,2010,16,19828687
How to Train Your Dragon,4/25/2010,2010,17,15350213
A Nightmare on Elm Street,5/2/2010,2010,18,32902299
Iron Man 2,5/9/2010,2010,19,128122480
Iron Man 2,5/16/2010,2010,20,52041005
Shrek Forever After,5/23/2010,2010,21,70838207
Shrek Forever After,5/30/2010,2010,22,43311063
Shrek Forever After,6/6/2010,2010,23,25486465
The Karate Kid,6/13/2010,2010,24,55665805
Toy Story 3,6/20/2010,2010,25,110307189
Toy Story 3,6/27/2010,2010,26,59337669
The Twilight Saga: Eclipse,7/4/2010,2010,27,64832191
Despicable Me,7/11/2010,2010,28,56397125
Inception,7/18/2010,2010,29,62785337
Inception,7/25/2010,2010,30,42725012
Inception,8/1/2010,2010,31,27485245
The Other Guys,8/8/2010,2010,32,35543162
The Expendables,8/15/2010,2010,33,34825135
The Expendables,8/22/2010,2010,34,16968032
Takers,8/29/2010,2010,35,20512304
The American,9/5/2010,2010,36,13177790
Resident Evil: Afterlife,9/12/2010,2010,37,26650264
The Town,9/19/2010,2010,38,23808032
Wall Street: Money Never Sleeps,9/26/2010,2010,39,19011188
The Social Network,10/3/2010,2010,40,22445653
The Front,10/3/2010,1976,40,2824824
The Social Network,10/10/2010,2010,41,15451991
Jackass 3D,10/17/2010,2010,42,50353641
Paranormal Activity 2,10/24/2010,2010,43,40678424
Saw 3D,10/31/2010,2010,44,22530123
Megamind,11/7/2010,2010,45,46016833
Megamind,11/14/2010,2010,46,29120461
Harry Potter and the Deathly Hallows – Part 1,11/21/2010,2010,47,125017372
Harry Potter and the Deathly Hallows – Part 1,11/28/2010,2010,48,49087101
Tangled,12/5/2010,2010,49,21608891
The Chronicles of Narnia: The Voyage of the Dawn Treader,12/12/2010,2010,50,24005069
Tron: Legacy,12/19/2010,2010,51,44026211
Little Fockers,12/26/2010,2010,52,30833665
Little Fockers,1/2/2011,2010,53,25766485
True Grit,1/9/2011,2011,1,14605135
The Green Hornet,1/16/2011,2011,2,33526876
No Strings Attached,1/23/2011,2011,3,19652921
The Rite,1/30/2011,2011,4,14789393
The Roommate,2/6/2011,2011,5,15002635
Just Go with It,2/13/2011,2011,6,30514732
Unknown,2/20/2011,2011,7,21856389
Hall Pass,2/27/2011,2011,8,13535374
Rango,3/6/2011,2011,9,38079323
Battle: Los Angeles,3/13/2011,2011,10,35573187
Limitless,3/20/2011,2011,11,18907302
Diary of a Wimpy Kid: Rodrick Rules,3/27/2011,2011,12,23751502
Hop,4/3/2011,2011,13,37543710
Hop,4/10/2011,2011,14,21298240
Rio,4/17/2011,2011,15,39225962
Rio,4/24/2011,2011,16,26323321
Fast Five,5/1/2011,2011,17,86198765
Thor,5/8/2011,2011,18,65723338
Thor,5/15/2011,2011,19,34703035
Pirates of the Caribbean: On Stranger Tides,5/22/2011,2011,20,90151958
The Hangover Part II,5/29/2011,2011,21,85946294
X-Men: First Class,6/5/2011,2011,22,55101604
Super 8,6/12/2011,2011,23,35451168
Green Lantern,6/19/2011,2011,24,53174303
Cars 2,6/26/2011,2011,25,66135507
Transformers: Dark of the Moon,7/3/2011,2011,26,97852865
Transformers: Dark of the Moon,7/10/2011,2011,27,47103276
Harry Potter and the Deathly Hallows – Part 2,7/17/2011,2011,28,169189427
Captain America: The First Avenger,7/24/2011,2011,29,65058524
Cowboys & Aliens,7/31/2011,2011,30,36431290
Rise of the Planet of the Apes,8/7/2011,2011,31,54806191
Rise of the Planet of the Apes,8/14/2011,2011,32,27832307
The Help,8/21/2011,2011,33,20018659
The Help,8/28/2011,2011,34,14536118
The Help,9/4/2011,2011,35,14594623
Contagion,9/11/2011,2011,36,22403596
The Lion King (in 3D),9/18/2011,2011,37,30151614
The Lion King (in 3D),9/25/2011,2011,38,21929332
Dolphin Tale,10/2/2011,2011,39,13912419
Real Steel,10/9/2011,2011,40,27319677
Real Steel,10/16/2011,2011,41,16291655
Paranormal Activity 3,10/23/2011,2011,42,52568183
Puss in Boots,10/30/2011,2011,43,34077439
Puss in Boots,11/6/2011,2011,44,33054644
Immortals,11/13/2011,2011,45,32206425
The Twilight Saga: Breaking Dawn – Part 1,11/20/2011,2011,46,138122261
The Twilight Saga: Breaking Dawn – Part 1,11/27/2011,2011,47,41683574
The Twilight Saga: Breaking Dawn – Part 1,12/4/2011,2011,48,16535465
New Year's Eve,12/11/2011,2011,49,13019180
Sherlock Holmes: A Game of Shadows,12/18/2011,2011,50,39637079
Mission: Impossible – Ghost Protocol,12/25/2011,2011,51,29556629
Mission: Impossible – Ghost Protocol,1/1/2012,2011,52,29421879
The Devil Inside,1/8/2012,2012,1,33732515
Contraband,1/15/2012,2012,2,24349815
Underworld: Awakening,1/22/2012,2012,3,25306725
The Grey,1/29/2012,2012,4,19665101
Chronicle,2/5/2012,2012,5,22004098
The Vow,2/12/2012,2012,6,41202458
Safe House,2/19/2012,2012,7,23641575
Act of Valor,2/26/2012,2012,8,24476632
The Lorax,3/4/2012,2012,9,70217070
The Lorax,3/11/2012,2012,10,38846020
21 Jump Street,3/18/2012,2012,11,36302612
The Hunger Games,3/25/2012,2012,12,152535747
The Hunger Games,4/1/2012,2012,13,58551063
The Hunger Games,4/8/2012,2012,14,33111557
The Hunger Games,4/15/2012,2012,15,21096824
Think Like a Man,4/22/2012,2012,16,33636303
Think Like a Man,4/29/2012,2012,17,17604141
Marvel's The Avengers,5/6/2012,2012,18,207438708
Marvel's The Avengers,5/13/2012,2012,19,103052274
Marvel's The Avengers,5/20/2012,2012,20,55644102
Men in Black 3,5/27/2012,2012,21,54592779
Snow White and the Huntsman,6/3/2012,2012,22,56217700
Madagascar 3: Europe's Most Wanted,6/10/2012,2012,23,60316738
Madagascar 3: Europe's Most Wanted,6/17/2012,2012,24,34055474
Brave,6/24/2012,2012,25,66323594
Ted,7/1/2012,2012,26,54415205
The Amazing Spider-Man,7/8/2012,2012,27,62004688
Ice Age: Continental Drift,7/15/2012,2012,28,46629259
The Dark Knight Rises,7/22/2012,2012,29,160887295
The Dark Knight Rises,7/29/2012,2012,30,62101451
The Dark Knight Rises,8/5/2012,2012,31,35737330
The Bourne Legacy,8/12/2012,2012,32,38142825
The Expendables 2,8/19/2012,2012,33,28591370
The Expendables 2,8/26/2012,2012,34,13423579
The Possession,9/2/2012,2012,35,17732480
The Possession,9/9/2012,2012,36,9317472
Resident Evil: Retribution,9/16/2012,2012,37,21052227
End of Watch,9/23/2012,2012,38,13152683
Hotel Transylvania,9/30/2012,2012,39,42522194
Taken 2,10/7/2012,2012,40,49514769
Taken 2,10/14/2012,2012,41,21873127
Paranormal Activity 4,10/21/2012,2012,42,29003866
Argo,10/28/2012,2012,43,12085059
Wreck-It Ralph,11/4/2012,2012,44,49038712
Skyfall,11/11/2012,2012,45,88364714
The Twilight Saga: Breaking Dawn – Part 2,11/18/2012,2012,46,141067634
The Twilight Saga: Breaking Dawn – Part 2,11/25/2012,2012,47,43641448
The Twilight Saga: Breaking Dawn – Part 2,12/2/2012,2012,48,17416362
Skyfall,12/9/2012,2012,49,10780201
The Hobbit: An Unexpected Journey,12/16/2012,2012,50,84617303
The Hobbit: An Unexpected Journey,12/23/2012,2012,51,36888365
The Hobbit: An Unexpected Journey,12/30/2012,2012,52,31926068
Texas Chainsaw 3D,1/6/2013,2013,1,21744470
Zero Dark Thirty,1/13/2013,2013,2,24438936
Mama,1/20/2013,2013,3,28402310
Hansel and Gretel: Witch Hunters,1/27/2013,2013,4,19690956
Warm Bodies,2/3/2013,2013,5,20353967
Identity Thief,2/10/2013,2013,6,34551025
A Good Day to Die Hard,2/17/2013,2013,7,24834845
Identity Thief,2/24/2013,2013,8,14017085
Jack the Giant Slayer,3/3/2013,2013,9,27202226
Oz the Great and Powerful,3/10/2013,2013,10,79110453
Oz the Great and Powerful,3/17/2013,2013,11,41252704
The Croods,3/24/2013,2013,12,43639736
G.I. Joe: Retaliation,3/31/2013,2013,13,40501814
Evil Dead,4/7/2013,2013,14,25775847
42,4/14/2013,2013,15,27487144
Oblivion,4/21/2013,2013,16,37054485
Pain & Gain,4/28/2013,2013,17,20244505
Iron Man 3,5/5/2013,2013,18,174144585
Iron Man 3,5/12/2013,2013,19,72525615
Star Trek Into Darkness,5/19/2013,2013,20,70165559
Fast & Furious 6,5/26/2013,2013,21,97375245
Fast & Furious 6,6/2/2013,2013,22,35164440
The Purge,6/9/2013,2013,23,34058360
Man of Steel,6/16/2013,2013,24,116619362
Monsters University,6/23/2013,2013,25,82429469
Monsters University,6/30/2013,2013,26,45607745
Despicable Me 2,7/7/2013,2013,27,83517315
Despicable Me 2,7/14/2013,2013,28,43892895
The Conjuring,7/21/2013,2013,29,41855326
The Wolverine,7/28/2013,2013,30,53113752
2 Guns,8/4/2013,2013,31,27059130
Elysium,8/11/2013,2013,32,29807393
The Butler,8/18/2013,2013,33,24637312
The Butler,8/25/2013,2013,34,16503812
The Butler (4-day),9/1/2013,2013,35,20201272
Riddick,9/8/2013,2013,36,19030375
Insidious: Chapter 2,9/15/2013,2013,37,40272103
Prisoners,9/22/2013,2013,38,20817053
Cloudy with a Chance of Meatballs 2,9/29/2013,2013,39,34017930
Gravity,10/6/2013,2013,40,55785112
Gravity,10/13/2013,2013,41,43188256
Gravity,10/20/2013,2013,42,30027161
